Customer Favorite|Las Vegas,Summer Bay Resort Las Vegas,0.529411764706
Harrahs Hotel and Casino Las vegas|Las Vegas,Hooters Casino Hotel Las Vegas,0.689655172414
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
Sahara formerly|Las Vegas,Sahara Hotel Las Vegas,0.571428571429
imploded|Las Vegas,Imperial Palace Hotel Las Vegas,0.434782608696
Circus Circus manor rooms|Las Vegas,Circus Circus Hotel Las Vegas,0.684210526316
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
NYNY|Las Vegas,Wynn Hotel Las Vegas,0.5
|Las Vegas,,0.0
Ballys|Las Vegas,Bellagio Hotel Las Vegas,0.428571428571
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
Customer Favorite|Las Vegas,Summer Bay Resort Las Vegas,0.529411764706
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
OR one report of|Las Vegas,Encore Resort Las Vegas,0.620689655172
Tropicana Hotel and Casino|Las Vegas,Tropicana Hotel Las Vegas,0.692307692308
previously Barbary Coast zone believed accurate|Las Vegas,Embassy Suites Convention Center Las Vegas,0.405063291139
CLOSED|Las Vegas,Econo Lodge Las Vegas,0.470588235294
Customer Favorite|Las Vegas,Summer Bay Resort Las Vegas,0.529411764706
OR|Las Vegas,Luxor Hotel Las Vegas,0.571428571429
CLOSED|Las Vegas,Econo Lodge Las Vegas,0.470588235294
REVIEW|Las Vegas,Grandview Hotel Las Vegas,0.666666666667
Radisson Downtown|Lansing,Radisson Hotel Lansing (Michigan),0.64
OR|Lansing,Courtyard Hotel Lansing (Michigan),0.363636363636
Inn Express LansingOkemos|Lansing,Holiday Inn Express Hotel & Suites East Lansing,0.595744680851
Holiday Inn Lansing West Conference Center|Lansing,Holiday Inn Express Hotel & Suites East Lansing,0.5625
or|Lansing,Courtyard Hotel Lansing (Michigan),0.363636363636
REVIEW|Lansing,Residence Inn West Lansing (Michigan),0.416666666667
Wyndham|Richmond,Wyndham Hotel Airport Richmond,0.608695652174
Richmond Airport Hotel|Richmond,Wyndham Hotel Airport Richmond,0.608695652174
Sheraton|Richmond,Sheraton Park South Hotel Richmond,0.592592592593
Homestead Suites|Richmond,Comfort Suites Richmond (Kentucky),0.666666666667
Fort Lee Regency  a Magnuson Hotel|Richmond,Comfort Inn Conference Center Midtown Richmond,0.461538461538
Wyndham Virginia Crossings Hotel and Conference Center|Richmond,Comfort Inn Conference Center Midtown Richmond,0.560975609756
Aloft|Richmond,Marriott Hotel Richmond,0.461538461538
West Broad Street not yet reported to the board|Richmond,Extended Stay America West Broad Richmond,0.430379746835
Wingate by Wyndham|Richmond,Wingate Hotel Short Pump Richmond,0.594594594595
Holiday Inn Clarksville North|Louisville,Holiday Inn Express East Louisville,0.603773584906
c Museum Hotel|Louisville,21C Museum Hotel Louisville (Kentucky),0.516129032258
OR|Louisville,Comfort Inn Louisville (Colorado),0.307692307692
OR|Louisville,Comfort Inn Louisville (Colorado),0.307692307692
The Brown Hotel|Louisville,The Brown Hotel Louisville (Kentucky),0.58064516129
OR|Louisville,Comfort Inn Louisville (Colorado),0.307692307692
Galt House|Louisville,Galt House Hotel & Suites Louisville (Kentucky),0.47619047619
OR|Louisville,Comfort Inn Louisville (Colorado),0.307692307692
OR|Louisville,Comfort Inn Louisville (Colorado),0.307692307692
Hyatt Regency previosuly|Louisville,Hyatt Regency Hotel Louisville (Kentucky),0.68
OR|Louisville,Comfort Inn Louisville (Colorado),0.307692307692
Holiday Inn|Louisville,Quality Inn Louisville (Mississippi),0.636363636364
Fern Valley Hotel|Louisville,Fern Valley Hotel Louisville (Kentucky),0.628571428571
La Quinta Airport and Expo|Louisville,Hampton Inn Airport Louisville,0.585365853659
Candlewood Suites in Louisville East zone|Louisville,Candlewood Suites Airport Louisville (Kentucky),0.676470588235
Jameson Inn|Louisville,Jameson Inn South Louisville (Kentucky),0.55
Park Inn Louisville East|Louisville,Holiday Inn Express East Louisville,0.578947368421
now InnPlace Hotel not yet reported to the board in Louisville East zone|Louisville,Days Inn Suites Airport Southwest Louisville (Kentucky),0.43137254902
Holiday Inn I|Louisville,Holiday Inn Express East Louisville,0.648648648649
Best Western Envoy Inn and Suites|Louisville,Best Western Inn Louisville (Kentucky),0.59649122807
OR|Louisville,Comfort Inn Louisville (Colorado),0.307692307692
Louisville Executive Hotel and Suites|Louisville,Quality Inn and Suites Louisville (Colorado),0.571428571429
Holiday Inn Dixie Highway|Louisville,Holiday Inn Express East Louisville,0.65306122449
Wingate|Oxford - Anniston,Hilton Garden Inn Oxford (Alabama),0.416666666667
Manchester Expressway|Columbus,Western Extended Stay Hotel Columbus (Nebraska),0.571428571429
La Quinta previoulsy|Columbus,La Quinta Inn & Suites Columbus (Indiana),0.619047619048
Hyatt on Capitol Square Downtown  Arena Zone|Columbus,Hyatt Capitol Square Hotel Columbus (Ohio),0.657534246575
OR|Columbus,Courtyard Hotel Columbus (Georgia),0.363636363636
Westin DOWNTOWNARENA zone|Columbus,Residence Inn Downtown Columbus (Ohio),0.545454545455
Hyatt Regency Columbus ZONE Downtown  Arena|Columbus,Hyatt Regency Hotel Columbus (Ohio),0.631578947368
Lofts Hotel|Columbus,The Lofts Hotel Columbus (Ohio),0.434782608696
Drury Convention Center|Columbus,Concourse Hotel and Conference Center Columbus (Ohio),0.508474576271
Baymont Inn OSU AREA|Columbus,Hampton Inn North Columbus (Georgia),0.594594594595
Crowne Plaza|Columbus,Crowne Plaza Hotel North Columbus (Ohio),0.615384615385
Tuttle Crossing Boulevard|Columbus,Hyatt Place Hotel Osu Columbus,0.390243902439
La Quinta|Columbus,La Quinta Inn Midtown Columbus,0.6
Best Western Canal Winchester Inn|Columbus,Best Western Inn & Suites Columbus (Texas),0.620689655172
Columbus Gatehouse Inn|Columbus,Master Hosts Inn Columbus (Mississippi),0.689655172414
La Quinta|Columbus,La Quinta Inn Midtown Columbus,0.6
Midwest Hotel and Conference Center|Columbus,Concourse Hotel and Conference Center Columbus (Ohio),0.645161290323
OR|Columbus,Courtyard Hotel Columbus (Georgia),0.363636363636
Four Points|Columbus,Four Points Hotel Airport Columbus (Ohio),0.564102564103
Microtel Inn|Columbus,Motel 6 Columbus (Mississippi),0.631578947368
Columbus West|Columbus,Best Western Hotel Columbus,0.5
Crowne Plaza|Columbus,Crowne Plaza Hotel North Columbus (Ohio),0.615384615385
OR|Columbus,Courtyard Hotel Columbus (Georgia),0.363636363636
OR|Columbus,Courtyard Hotel Columbus (Georgia),0.363636363636
OR|Columbus,Courtyard Hotel Columbus (Georgia),0.363636363636
OR|Columbus,Courtyard Hotel Columbus (Georgia),0.363636363636
Holiday Inn Select|Indianapolis,Holiday Inn Express South Indianapolis,0.697674418605
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
or most recently|Indianapolis,Super 8 Motel Emerson Indianapolis,0.486486486486
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
Hilton|Indianapolis,Hilton Hotel North Indianapolis,0.631578947368
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
Holiday Inn E|Indianapolis,Holiday Inn Express South Indianapolis,0.684210526316
REVIEW|Indianapolis,Red Roof Inn Speedway Indianapolis,0.37037037037
REVIEW|Indianapolis,Red Roof Inn Speedway Indianapolis,0.37037037037
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
Customer Favorite|Indianapolis,Comfort Inn And Suites Indianapolis,0.514285714286
OR|Indianapolis,Conrad Hotel Indianapolis,0.5
Doubletree Guest Suites Carmel|Indianapolis,Homestead Studio Suites Northwest Indianapolis,0.539682539683
Amerisuites|Indianapolis,Baymont Inn And Suites Indianapolis,0.620689655172
Wyndham|Indianapolis,Wyndham Hotel West Indianapolis,0.7
Jameson Inn|Indianapolis,Jameson Inn Indy West Indianapolis,0.6875
REVIEW|Indianapolis,Red Roof Inn Speedway Indianapolis,0.37037037037
College Park|Indianapolis,Super 8 Motel College Park Indianapolis,0.631578947368
REVIEW|Danbury,Residence Inn Danbury,0.421052631579
Salvatores Garden Place|Buffalo,Best Western Plaza Hotel New Buffalo,0.487804878049
Millennium Hotel|Buffalo,Comfort Inn Buffalo (Texas),0.380952380952
OR|Buffalo,Comfort Inn Buffalo (Texas),0.307692307692
Clarion|Buffalo,Comfort Inn Buffalo (Texas),0.444444444444
The Village Haven Clarence|Buffalo,Best Western Inn On The Avenue Buffalo (New York),0.428571428571
Hotel Indigo|Buffalo,Econo Lodge Buffalo (Wyoming),0.352941176471
Marriott Buffalo|Buffalo,Motel 6 Buffalo (Wyoming),0.4
OR|Buffalo,Comfort Inn Buffalo (Texas),0.307692307692
REVIEW|Buffalo,Residence Inn Cheektowaga Buffalo (New York),0.322580645161
Four Points Sheraton|Buffalo,Comfort Suites Downtown Buffalo (New York),0.511627906977
Adams Mark|Buffalo,Days Hotel Airport Buffalo (New York),0.521739130435
OR|Buffalo,Comfort Inn Buffalo (Texas),0.307692307692
Extended Stay America AkronCopley|Akron,Americas Best Value Inn Akron,0.392156862745
Days Inn amp Suites|Kitty Hawk,Holiday Inn Express Kitty Hawk Beach,0.488888888889
Madison Hotel|Memphis,Ramada Inn Memphis,0.588235294118
Peabody Hotel|Memphis,Peabody Hotel Memphis (Tennessee),0.5
Crowne Plaza|Memphis,Crowne Plaza Hotel Memphis (Tennessee),0.631578947368
French Quarter Suites|Memphis,Best Western Suites Memphis,0.6
Super|Memphis,Super 8 Motel West Memphis,0.555555555556
Marriott|Memphis,Clarion Hotel Memphis,0.533333333333
Doubletree|Memphis,Doubletree Hotel Memphis (Tennessee),0.588235294118
Amenities Shuttle  Restaurant  Pool  Fitness  HiSpeed Internet  Golf  Tennis  Business|Memphis,Homestead Studio Suites Airport Memphis (Tennessee),0.446153846154
Customer Favorite|Memphis,Comfort Suites West Memphis,0.58064516129
OR|Memphis,Comfort Inn Memphis,0.307692307692
Hyatt Place|Memphis,Value Place Hotel Memphis,0.636363636364
Park Place Hotel|Memphis,Value Place Hotel Memphis,0.666666666667
La Quinta|Memphis,Clarion Hotel Memphis,0.5
La Quinta|Memphis,Clarion Hotel Memphis,0.5
Westin Riverfront Mountain Villas|Beaver Creek,Poste Montane Lodge Beaver Creek,0.461538461538
Comfort Inn|Beaver Creek,Oxford Court Village Beaver Creek,0.451612903226
Staybridge Suites|Chatsworth,Best Western Fairwinds Inn & Suites Chatsworth (Georgia),0.5
Days Inn and Suites|Binghamton - Endicott,Days Inn Binghamton,0.695652173913
Super|Attleboro - North Attleboro,Super 8 Motel Brattleboro,0.555555555556
Drury Inn|Bowling Green,Quality Inn Bowling Green,0.6
Country Inn and Suites by Carlson|Oxnard,Channel Island Shores Resort Oxnard,0.421052631579
OR|Oxnard,Comfort Inn Oxnard,0.307692307692
Best Western Hotel and Suites|Birmingham,Best Western Mountain Brook Hotel Birmingham (Alabama),0.63829787234
OR|Birmingham,Doubletree Hotel Birmingham (Alabama),0.333333333333
StudioPlus|Birmingham,StudioPlus Hotel Inverness Birmingham (Alabama),0.645161290323
Hyatt Place|Birmingham,Hyatt Place Hotel Downtown Birmingham (Alabama),0.6875
Homestead Perimeter Park South|Birmingham,Hilton Hotel Perimeter Park Birmingham (Alabama),0.653846153846
StudioPlus|Birmingham,StudioPlus Hotel Inverness Birmingham (Alabama),0.645161290323
Hyatt Place|Birmingham,Hyatt Place Hotel Downtown Birmingham (Alabama),0.6875
La Quinta|Oklahoma City,La Quinta Inn Airport Oklahoma City,0.6
OR|Oklahoma City,Colcord Hotel Oklahoma City,0.444444444444
Bricktown Hotel and Conference Center|Oklahoma City,Bricktown Hotel Oklahoma City,0.486486486486
OR|Oklahoma City,Colcord Hotel Oklahoma City,0.444444444444
La Quinta NW Expressway|Oklahoma City,Holiday Inn Express Oklahoma City,0.666666666667
Plaza Hotel|Oklahoma City,Crowne Plaza Hotel Oklahoma City,0.588235294118
OR|Cuyahoga Falls - Kent,Comfort Inn Carrollton (Kentucky),0.307692307692
OR|Annapolis,Courtyard Hotel Annapolis,0.363636363636
OR|Annapolis,Courtyard Hotel Annapolis,0.363636363636
Radisson|Annapolis,Sheraton Hotel Annapolis,0.5
Amenities Restaurant  Pool  Fitness|Annapolis,Americas Best Value Inn Kannapolis,0.48275862069
OR|Annapolis,Courtyard Hotel Annapolis,0.363636363636
REVIEW|Annapolis,Residence Inn Annapolis,0.421052631579
Crowne Plaza West LoopMedical DistrictUIC ZONE|<b> This section now has been split into two: the Soldier Field/McCormick Place zone and the UIC-Near West Side zone. </b>,Crowne Plaza Hotel Old Town Alexandria (Virginia),0.588235294118
OR|<b> This section now has been split into two: the Soldier Field/McCormick Place zone and the UIC-Near West Side zone. </b>,Lauderdale By The Sea Resort,0.5
OR|<b> This section now has been split into two: the Soldier Field/McCormick Place zone and the UIC-Near West Side zone. </b>,Lauderdale By The Sea Resort,0.5
Holiday Inn West LoopMedical DistrictUIC ZONE|<b> This section now has been split into two: the Soldier Field/McCormick Place zone and the UIC-Near West Side zone. </b>,Holiday Inn Express Civic Center Charleston (West Virginia),0.571428571429
Hyatt on Printers Row|<b> This section now has been split into two: the Soldier Field/McCormick Place zone and the UIC-Near West Side zone. </b>,Hyatt Windward Pointe Resort Key West,0.65306122449
Extended Stay|Champaign - Urbana,Extended Stay America Hotel Urbana Champaign,0.619047619048
Best Western Liverpool Grace Inn and Suites|Syracuse,Best Western Inn Airport North Syracuse,0.603174603175
OR|Syracuse,Doubletree Hotel East Syracuse,0.333333333333
Ramada Buckly Road ZONE LIVERPOOL  ONONDAGA LAKE|Syracuse,Ramada Limited Hotel University Syracuse,0.405405405405
OR|Syracuse,Doubletree Hotel East Syracuse,0.333333333333
Holiday Inn Old Collamer Road South ZONE Syracuse Airport SYR|Syracuse,Holiday Inn Express Airport Syracuse (New York),0.565217391304
REVIEW|Syracuse,Doubletree Hotel East Syracuse,0.375
Crowne Plaza|Syracuse,Microtel Inn East Syracuse,0.416666666667
Genesse Grande|Syracuse,Genesee Grande Hotel Syracuse (New York),0.634146341463
Marx Hotel|Syracuse,Ramada Inn North Syracuse,0.285714285714
Sheraton|Syracuse,Hampton Inn East Syracuse,0.526315789474
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
REVIEW|Phoenix,Residence Inn Phoenix,0.421052631579
Carefree Resort and Villas|Phoenix,Marriott Canyon Villas Hotel Phoenix,0.5
Customer Favorite|Phoenix,Courtyard Hotel Airport Phoenix,0.514285714286
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Extended Stay Biltmore Extended Stay Deluxe|Phoenix,Extended Stay Deluxe Hotel Biltmore Phoenix,0.602739726027
Sheraton Wild Horse Pass|Phoenix,Sheraton Crescent Hotel Phoenix,0.585365853659
La Quinta|Phoenix,La Quinta Inn North Phoenix,0.642857142857
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Sheraton|Phoenix,Sheraton Crescent Hotel Phoenix,0.64
Artisan|Phoenix,Comfort Inn Phoenix,0.444444444444
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Best Western Dobson Ranch|Phoenix,Best Western Inn Airport Phoenix,0.65306122449
Westgate Painted Mountain Country Club|Phoenix,TownePlace Suites Metrocenter Mall Phoenix,0.472222222222
REVIEW|Phoenix,Residence Inn Phoenix,0.421052631579
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Fairmont|Phoenix,Aloft Hotel Airport Phoenix,0.545454545455
InterContinental Montelucia|Phoenix,Sunrise Motel Phoenix,0.5
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Hyatt Regency Gainey Ranch|Phoenix,Hyatt Regency Hotel Phoenix,0.666666666667
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Hilton Scottsdale Resort and Villas|Phoenix,Pointe Hilton Squaw Peak Resort Phoenix,0.548387096774
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Scottsdale Resort and Conference Center|Phoenix,Best Western Metro Center Inn Phoenix,0.53125
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Cottonwoods Resort and Suites|Phoenix,Candlewood Suites Phoenix,0.619047619048
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Millennium Resort McCormick Ranch|Phoenix,Hampton Inn Airport North Phoenix,0.448275862069
Orange Tree Resort|Phoenix,Arizona Biltmore Resort Phoenix,0.634146341463
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Scottsdale Plaza Resort moved from North Scottsdale zone|Phoenix,Ramada Plaza Hotel Metrocenter Phoenix,0.444444444444
Thunderbird Suites|Phoenix,Candlewood Suites Phoenix,0.628571428571
The Phoenician|Phoenix,The Clarendon Hotel Phoenix,0.518518518519
Royal Palms|Phoenix,Royal Palms Resort and Spa Phoenix,0.666666666667
Doubletree Paradise Valley|Phoenix,Doubletree Guest Suites Phoenix,0.571428571429
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
FireSky Resort|Phoenix,Legacy Golf Resort Phoenix,0.5625
Hilton Scottsdale Resort and Villas|Phoenix,Pointe Hilton Squaw Peak Resort Phoenix,0.548387096774
Hotel Valley Ho|Phoenix,Value Place Hotel Phoenix,0.5
Hotel Indigo|Phoenix,Hotel Highland Phoenix,0.428571428571
Hotel Theodore|Phoenix,Travelodge Hotel Phoenix,0.555555555556
name change now Hotel Theodore not yet reported to the board|Phoenix,Americas Best Inn Pear Tree Motel Phoenix (Oregon),0.454545454545
Hospitality Suite|Phoenix,Hilton Suites Phoenix,0.666666666667
|Phoenix,,0.0
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
now Arizona Grand not reported to the board|Phoenix,Arizona Grand Resort Phoenix,0.603174603175
Fiesta Inn Resort|Phoenix,Fairfield Inn Airport Phoenix,0.631578947368
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Customer Favorite|Phoenix,Courtyard Hotel Airport Phoenix,0.514285714286
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
Best Western Tempe by the Mall|Phoenix,Best Western Metro Center Inn Phoenix,0.64406779661
OR|Phoenix,Comfort Inn Phoenix,0.307692307692
InnSuites Tempe Phoenix Airport at the Mall|Phoenix,Springhill Suites Metro Center Mall Phoenix,0.591549295775
Best Western Goodyear Inn ZONE GoodyearLitchfield Park|Phoenix,Best Western Inn Airport Phoenix,0.538461538462
OR|Pocatello,Comfort Inn Pocatello,0.307692307692
Holiday Inn Express Downtown Asylum Street there is another property  Holiday Inn Express and Suites Convention Center at|Hartford,Holiday Inn Express Downtown Hartford,0.386206896552
OR|Hartford,Hilton Hotel Hartford,0.25
OR|Hartford,Hilton Hotel Hartford,0.25
Laning St  Southington|Hartford,Marriott Hotel Downtown Hartford,0.5
OR|Hartford,Hilton Hotel Hartford,0.25
Candlewood Suites urlhttpwwwbetterbiddingcomshowphpshowtopic|Hartford,Homewood Suites Downtown Hartford,0.428571428571
Doubletree|Hartford,Super 8 Motel Hartford,0.347826086957
OR|Hartford,Hilton Hotel Hartford,0.25
La Quinta|Hartford,Holiday Inn Utica New Hartford,0.538461538462
LEnfant Plaza Hotel|South of Mall,Crowne Plaza Hotel Southbury,0.56
REVIEW|South of Mall,Heritage Hotel Southbury,0.428571428571
OR|South of Mall,Courtyard Hotel South San Francisco,0.363636363636
OR|South of Mall,Courtyard Hotel South San Francisco,0.363636363636
Capitol Skyline|South of Mall,Clarion Inn South Yarmouth,0.538461538462
Holiday Inn City Centre|Sioux Falls,Holiday Inn Sioux Falls,0.647058823529
Chattanoogan Hotel|Chattanooga,The Chattanoogan Hotel,0.333333333333
OR|Chattanooga,Courtyard Hotel Chattanooga,0.363636363636
OR|Chattanooga,Courtyard Hotel Chattanooga,0.363636363636
Holiday Inn Chattanooga Choo Choo|Chattanooga,Holiday Inn Hamilton Place Chattanooga,0.666666666667
